00:06:66:75:32:5b,"(-117.0367364,32.9563268)",None,-86,3.9,"(-117.037055078,32.9566722593)",0.0301838040222892
00:06:66:77:10:c0,"(-117.0638162,32.5942149)",RNBT-10C0,-87,3.164,"(-117.063825664,32.594410899)",0.0135533958251068
00:06:66:77:1b:bb,"(-117.0639495,32.5937403)",RNBT-1BBB,-86,5.0,"(-117.063825664,32.594410899)",0.0468912350946907
00:06:66:79:d9:7d,"(-117.0638279,32.5941784)",RNBT-D97D,-77,3.0,"(-117.063825664,32.594410899)",0.0160646230092425
00:06:66:79:d9:b9,"(-117.0639495,32.5937403)",,-87,5.0,"(-117.063825664,32.594410899)",0.0468912350946907
00:06:66:79:e7:0a,"(-117.0639718,32.5938092)",RNBT-E70A,-86,3.9,"(-117.063825664,32.594410899)",0.0424347125112612
00:06:66:79:e8:2d,"(-117.2630012,33.0114485)",,-97,10.0,"(-117.263212112,33.0113933558)",0.0128002141018271
00:06:66:79:e8:38,"(-117.0638359,32.5942161)",RNBT-E838,-81,3.0,"(-117.063825664,32.594410899)",0.0134724656804683
00:06:66:7a:f9:01,"(-117.1682644,32.7496782)",FireFly-F901,-46,7.938,"(-117.1676501,32.749789)",0.036508783286866
00:06:66:7c:9a:61,"(-117.6670483,33.519929)",Police survey 15,-75,6.068,"(-117.6669081,33.5200914)",0.0138247797078644
00:06:66:81:bc:fd,"(-117.6670307,33.5199285)",Police survey 11,-87,4.551,"(-117.6669081,33.5200914)",0.0132873662283449
00:06:66:83:1e:77,"(-112.072945,33.3776333)",,-86,10.0,"(-112.073255,33.377713)",0.0187146140876652
00:06:66:83:1f:cb,"(-112.0473791,33.4872217)",,-78,10.0,"(-112.0479909,33.4876963)",0.0481473580974777
00:06:66:83:1f:f8,"(-111.9264283,33.58246)",,-80,10.0,"(-111.9266085,33.5826151)",0.0149140258846489
00:06:66:83:20:34,"(-111.96031,33.6401217)",,-76,10.0,"(-111.9605746,33.6400528)",0.0159475407806692
00:06:66:83:22:a0,"(-111.9754433,33.3483683)",,-79,10.0,"(-111.9755976,33.3486308)",0.0202054429116735
00:06:66:83:24:7c,"(-111.9116384,33.3487756)",,-80,10.0,"(-111.911679,33.34868)",0.00700864232999276
00:06:66:83:25:de,"(-112.0471844,33.4589437)",,-94,10.0,"(-112.0472753,33.4590023)",0.00662180857343778
00:06:66:83:26:30,"(-111.9266033,33.5816983)",,-88,10.0,"(-111.9264083,33.5818448)",0.0151144459721994
00:06:66:83:26:95,"(-112.5560681,33.4420479)",,-80,10.0,"(-112.5558217,33.442058)",0.0142231649079945
00:06:66:83:27:01,"(-111.9603117,33.6402117)",,-74,10.0,"(-111.9605746,33.6400528)",0.0186877088950006
00:06:66:83:27:01,"(-111.9603117,33.6402117)",,-74,10.0,"(-111.9605746,33.6400528)",0.0186877088950006
00:06:66:83:27:4d,"(-112.0997893,33.3774511)",,-78,10.0,"(-112.0998236,33.3771889)",0.0182240058346526
00:06:66:83:27:6d,"(-112.7055921,32.9498395)",,-66,10.0,"(-112.7054826,32.9499817)",0.0116977785574969
00:06:66:89:0c:71,"(-117.0886461,33.1290666)",RNBT-0C71,-72,10.0,"(-117.088753529,33.1289298318)",0.0113109033783751
00:06:66:a0:49:6f,"(-121.2921164,38.6494588)",AP000665-496F,-88,10.0,"(-121.2922251,38.648885)",0.0400772182359925
00:06:66:e2:58:15,"(-117.2630031,33.0114434)",RNBT-5815,-66,10.0,"(-117.263212112,33.0113933558)",0.0125938937834549
00:06:66:e5:85:47,"(-117.2356198,32.8007565)",RNBT-8547,-69,10.0,"(-117.235611348,32.8006123282)",0.00997337538824428
00:06:66:e5:86:a3,"(-117.2355583,32.8007867)",RNBT-86A3,-61,10.0,"(-117.2355751,32.8006123)",0.012089287990459
00:06:66:e5:92:3f,"(-117.2354814,32.800707)",RNBT-923F,-62,10.0,"(-117.2355751,32.8006123)",0.00851033580351239
00:06:66:e5:92:3f,"(-117.2354814,32.800707)",RNBT-923F,-62,10.0,"(-117.2355751,32.8006123)",0.00851033580351239
00:06:66:e5:92:69,"(-117.23565,32.8008467)",RNBT-9269,-53,10.0,"(-117.235611348,32.8006123282)",0.0163483427675684
00:06:66:e5:92:69,"(-117.23565,32.8008467)",RNBT-9269,-53,10.0,"(-117.235611348,32.8006123282)",0.0163483427675684
00:06:66:e5:92:bc,"(-117.2354969,32.8007249)",RNBT-92BC,-56,10.0,"(-117.2355751,32.8006123)",0.00900849809000618
00:06:66:e5:92:bc,"(-117.2354969,32.8007249)",RNBT-92BC,-56,10.0,"(-117.2355751,32.8006123)",0.00900849809000618
00:06:66:e5:9d:7f,"(-117.262949,33.0114989)",RNBT-9D7F,-87,10.0,"(-117.2632301,33.0114957)",0.0162881158374405
00:06:66:e5:9d:82,"(-117.2354433,32.8006533)",RNBT-9D82,-65,10.0,"(-117.2355751,32.8006123)",0.00816192390822607
00:06:66:e5:9d:82,"(-117.2354433,32.8006533)",RNBT-9D82,-65,10.0,"(-117.2355751,32.8006123)",0.00816192390822607
00:06:66:e5:9e:04,"(-117.2630716,33.0113475)",RNBT-9E04,-76,10.0,"(-117.263212112,33.0113933558)",0.00873590678987756
00:06:66:e5:9e:08,"(-117.2357075,32.8008023)",RNBT-9E08,-61,10.0,"(-117.235615016,32.8006117602)",0.0142185417573292
00:06:66:e5:9e:0c,"(-117.235695,32.8008267)",RNBT-9E0C,-68,10.0,"(-117.235615016,32.8006117602)",0.0155604181213253
00:06:66:e5:9e:0c,"(-117.235695,32.8008267)",RNBT-9E0C,-68,10.0,"(-117.235615016,32.8006117602)",0.0155604181213253
00:06:66:e5:9e:73,"(-117.2356467,32.8008267)",RNBT-9E73,-66,10.0,"(-117.235611348,32.8006123282)",0.0149532520037871
00:06:66:e5:9e:73,"(-117.2356467,32.8008267)",RNBT-9E73,-66,10.0,"(-117.235611348,32.8006123282)",0.0149532520037871
00:06:66:e5:9e:77,"(-117.235481,32.8007244)",RNBT-9E77,-64,10.0,"(-117.2355751,32.8006123)",0.00947929789490291
00:06:66:e5:aa:96,"(-117.2357066,32.8008131)",RNBT-AA96,-66,10.0,"(-117.235615016,32.8006117602)",0.0148933744054007
00:06:66:f3:98:37,"(-111.911699,33.3487328)",RNBT-9837,-74,10.0,"(-111.911679,33.34868)",0.00382638851965909
00:06:66:f3:a8:51,"(-111.9117903,33.3485977)",RNBT-A851,-62,10.0,"(-111.911679,33.34868)",0.00857906777854855
20:13:04:25:02:79,"(-117.093524,32.7025143)",HC-05,-37,3.0,"(-117.09351484,32.7026156803)",0.00702490423009492
20:17:11:20:69:41,"(-112.0176354,33.640153)",,-83,10.0,"(-112.0174027,33.6401648)",0.0134102610731138
20:18:08:27:06:39,"(-111.9116422,33.3488544)",,-68,10.0,"(-111.911679,33.34868)",0.0122356082746078
20:18:08:27:06:56,"(-111.9118273,33.348651)",,-67,10.0,"(-111.911679,33.34868)",0.00879073556024432
